ENDEREÇO GOOGLE MAPS,GPS,ALIMENTADOR,GPS - FUSIVEL
FVJ1250,"https://www.google.com/maps/place/-7.21427042, -40.11308109",ARP01M1,"-7.21427042, -40.11308109"
FVJ1255,"https://www.google.com/maps/place/-7.21867123, -40.08457312",ARP01M1,"-7.21867123, -40.08457312"
FVJ1259,"https://www.google.com/maps/place/-7.21892677, -40.0797919",ARP01M1,"-7.21892677, -40.0797919"
FVJ1270,"https://www.google.com/maps/place/-7.31286733, -40.23895926",ARP01M1,"-7.31286733, -40.23895926"
FVJ1283,"https://www.google.com/maps/place/-7.19985435, -40.23621428",ARP01M1,"-7.19985435, -40.23621428"
FVJ1313,"https://www.google.com/maps/place/-7.21455369, -40.14483305",ARP01M1,"-7.21455369, -40.14483305"
FVJ1501,"https://www.google.com/maps/place/-7.20966828, -40.14546377",ARP01M1,"-7.20966828, -40.14546377"
FVJ1551,"https://www.google.com/maps/place/-7.34102211, -40.21190681",ARP01M1,"-7.34102211, -40.21190681"
FVJ1565,"https://www.google.com/maps/place/-7.16520088, -40.18019678",ARP01M1,"-7.16520088, -40.18019678"
FVJ1597,"https://www.google.com/maps/place/-7.21432806, -40.11169561",ARP01M1,"-7.21432806, -40.11169561"
FVJ6373,"https://www.google.com/maps/place/-7.20690933, -40.20544358",ARP01M1,"-7.20690933, -40.20544358"
FVJ6380,"https://www.google.com/maps/place/-7.15329866, -40.15894144",ARP01M1,"-7.15329866, -40.15894144"
FVJ9296,"https://www.google.com/maps/place/-7.15242947, -40.15572474",ARP01M1,"-7.15242947, -40.15572474"
FVI8893,"https://www.google.com/maps/place/-7.22020486, -40.13816367",ARP01M1,"-7.22020486, -40.13816367"
FVI9202,"https://www.google.com/maps/place/-7.2125837, -40.12964991",ARP01M1,"-7.2125837, -40.12964991"
FVJ0060,"https://www.google.com/maps/place/-7.2131612, -40.14471182",ARP01M1,"-7.2131612, -40.14471182"
FVJ0069,"https://www.google.com/maps/place/-7.17263609, -40.19379879",ARP01M1,"-7.17263609, -40.19379879"
FVJ0070,"https://www.google.com/maps/place/-7.17218948, -40.19512874",ARP01M1,"-7.17218948, -40.19512874"
FVJ0073,"https://www.google.com/maps/place/-7.21082172, -40.13991524",ARP01M1,"-7.21082172, -40.13991524"
FVJ0130,"https://www.google.com/maps/place/-7.20827151, -40.13618681",ARP01M1,"-7.20827151, -40.13618681"
FVJ0142,"https://www.google.com/maps/place/-7.21428496, -40.20703883",ARP01M1,"-7.21428496, -40.20703883"
FVJ0147,"https://www.google.com/maps/place/-7.23018668, -40.21630033",ARP01M1,"-7.23018668, -40.21630033"
FVJ0152,"https://www.google.com/maps/place/-7.26038233, -40.22036631",ARP01M1,"-7.26038233, -40.22036631"
FVJ0160,"https://www.google.com/maps/place/-7.20624351, -40.20756995",ARP01M1,"-7.20624351, -40.20756995"
FVJ0229,"https://www.google.com/maps/place/-7.21232698, -40.13470264",ARP01M1,"-7.21232698, -40.13470264"
FVJ0259,"https://www.google.com/maps/place/-7.1643876, -40.17993209",ARP01M1,"-7.1643876, -40.17993209"
FVJ0275,"https://www.google.com/maps/place/-7.21453048, -40.14326627",ARP01M1,"-7.21453048, -40.14326627"
FVJ0284,"https://www.google.com/maps/place/-7.25619147, -40.16314257",ARP01M1,"-7.25619147, -40.16314257"
FVJ0455,"https://www.google.com/maps/place/-7.19833891, -40.16224302",ARP01M1,"-7.19833891, -40.16224302"
TSVJ0491,"https://www.google.com/maps/place/-7.29399996, -40.23309241",ARP01M1,"-7.29399996, -40.23309241"
FVJ0494,"https://www.google.com/maps/place/-7.34087412, -40.24287739",ARP01M1,"-7.34087412, -40.24287739"
FVJ0503,"https://www.google.com/maps/place/-7.31946608, -40.26611515",ARP01M1,"-7.31946608, -40.26611515"
FVJ0513,"https://www.google.com/maps/place/-7.34360086, -40.24122726",ARP01M1,"-7.34360086, -40.24122726"
FVJ0523,"https://www.google.com/maps/place/-7.21244441, -40.13111667",ARP01M1,"-7.21244441, -40.13111667"
FVJ0525,"https://www.google.com/maps/place/-7.20013468, -40.23622409",ARP01M1,"-7.20013468, -40.23622409"
FVJ0527,"https://www.google.com/maps/place/-7.20075772, -40.23658801",ARP01M1,"-7.20075772, -40.23658801"
FVJ0528,"https://www.google.com/maps/place/-7.22425828, -40.24151489",ARP01M1,"-7.22425828, -40.24151489"
FVJ0539,"https://www.google.com/maps/place/-7.23022039, -40.24731808",ARP01M1,"-7.23022039, -40.24731808"
FVJ0541,"https://www.google.com/maps/place/-7.23474344, -40.25019228",ARP01M1,"-7.23474344, -40.25019228"
FVJ0543,"https://www.google.com/maps/place/-7.23618194, -40.249997",ARP01M1,"-7.23618194, -40.249997"
FVJ0552,"https://www.google.com/maps/place/-7.20130118, -40.19890861",ARP01M1,"-7.20130118, -40.19890861"
FVJ0554,"https://www.google.com/maps/place/-7.35956635, -40.20695654",ARP01M1,"-7.35956635, -40.20695654"
FVJ0559,"https://www.google.com/maps/place/-7.30027136, -40.24151506",ARP01M1,"-7.30027136, -40.24151506"
FVJ0560,"https://www.google.com/maps/place/-7.33590128, -40.23587961",ARP01M1,"-7.33590128, -40.23587961"
FVJ0562,"https://www.google.com/maps/place/-7.34744411, -40.20823732",ARP01M1,"-7.34744411, -40.20823732"
FVJ0563,"https://www.google.com/maps/place/-7.327019, -40.2297499",ARP01M1,"-7.327019, -40.2297499"
FVJ0564,"https://www.google.com/maps/place/-7.32701083, -40.22611754",ARP01M1,"-7.32701083, -40.22611754"
FVJ0572,"https://www.google.com/maps/place/-7.16023044, -40.17164509",ARP01M1,"-7.16023044, -40.17164509"
FVJ0642,"https://www.google.com/maps/place/-7.21264893, -40.12887123",ARP01M1,"-7.21264893, -40.12887123"
FVJ0728,"https://www.google.com/maps/place/-7.20590453, -40.20236194",ARP01M1,"-7.20590453, -40.20236194"
FVJ0740,"https://www.google.com/maps/place/-7.20734274, -40.20227517",ARP01M1,"-7.20734274, -40.20227517"
FVJ0774,"https://www.google.com/maps/place/-7.2985954, -40.23926416",ARP01M1,"-7.2985954, -40.23926416"
FVJ0820,"https://www.google.com/maps/place/-7.28720576, -40.22395302",ARP01M1,"-7.28720576, -40.22395302"
FVJ0856,"https://www.google.com/maps/place/-7.21449392, -40.13617515",ARP01M1,"-7.21449392, -40.13617515"
FPB2937,"https://www.google.com/maps/place/-7.17690352, -40.19083071",ARP01M1,"-7.17690352, -40.19083071"
FPB2961,"https://www.google.com/maps/place/-7.18120568, -40.19190137",ARP01M1,"-7.18120568, -40.19190137"
FPB2969,"https://www.google.com/maps/place/-7.1863035, -40.19304659",ARP01M1,"-7.1863035, -40.19304659"
FPB3011,"https://www.google.com/maps/place/-7.19176372, -40.19394828",ARP01M1,"-7.19176372, -40.19394828"
FPB3030,"https://www.google.com/maps/place/-7.19361701, -40.19422479",ARP01M1,"-7.19361701, -40.19422479"
FPB3089,"https://www.google.com/maps/place/-7.17443596, -40.19027192",ARP01M1,"-7.17443596, -40.19027192"
FPB3119,"https://www.google.com/maps/place/-7.17187428, -40.18763925",ARP01M1,"-7.17187428, -40.18763925"
FPB3143,"https://www.google.com/maps/place/-7.17034036, -40.18625889",ARP01M1,"-7.17034036, -40.18625889"
SVI9180,"https://www.google.com/maps/place/-7.2118491, -40.13775339",ARP01M1,"-7.2118491, -40.13775339"
SVI9199,"https://www.google.com/maps/place/-7.21220889, -40.13491064",ARP01M1,"-7.21220889, -40.13491064"
SVJ0111,"https://www.google.com/maps/place/-7.21392886, -40.14153502",ARP01M1,"-7.21392886, -40.14153502"
SVJ0155,"https://www.google.com/maps/place/-7.26714414, -40.22148044",ARP01M1,"-7.26714414, -40.22148044"
SVJ0457,"https://www.google.com/maps/place/-7.18536971, -40.17289562",ARP01M1,"-7.18536971, -40.17289562"
SVJ0486,"https://www.google.com/maps/place/-7.2393569, -40.16100732",ARP01M1,"-7.2393569, -40.16100732"
SVJ0530,"https://www.google.com/maps/place/-7.31430067, -40.25695217",ARP01M1,"-7.31430067, -40.25695217"
SVJ0531,"https://www.google.com/maps/place/-7.33319217, -40.23441375",ARP01M1,"-7.33319217, -40.23441375"
SVJ0567,"https://www.google.com/maps/place/-7.38364382, -40.22587432",ARP01M1,"-7.38364382, -40.22587432"
SVJ0624,"https://www.google.com/maps/place/-7.22302804, -40.13760018",ARP01M1,"-7.22302804, -40.13760018"
SVJ0693,"https://www.google.com/maps/place/-7.20733881, -40.20376938",ARP01M1,"-7.20733881, -40.20376938"
SVJ1239,"https://www.google.com/maps/place/-7.2144098, -40.14450667",ARP01M1,"-7.2144098, -40.14450667"
SVJ3668,"https://www.google.com/maps/place/-7.17560201, -40.19051039",ARP01M1,"-7.17560201, -40.19051039"
SVJ4036,"https://www.google.com/maps/place/-7.21300286, -40.13931393",ARP01M1,"-7.21300286, -40.13931393"
SPB1841,"https://www.google.com/maps/place/-7.21345193, -40.13694233",ARP01M1,"-7.21345193, -40.13694233"
SPB2953,"https://www.google.com/maps/place/-7.17874721, -40.19132449",ARP01M1,"-7.17874721, -40.19132449"
SPB3054,"https://www.google.com/maps/place/-7.20666366, -40.20257222",ARP01M1,"-7.20666366, -40.20257222"
SPC1965,"https://www.google.com/maps/place/-7.21147321, -40.13615856",ARP01M1,"-7.21147321, -40.13615856"
SPC1973,"https://www.google.com/maps/place/-7.21179803, -40.13646728",ARP01M1,"-7.21179803, -40.13646728"
SPC5508,"https://www.google.com/maps/place/-7.20797378, -40.13589627",ARP01M1,"-7.20797378, -40.13589627"
SPC5510,"https://www.google.com/maps/place/-7.21167958, -40.13682018",ARP01M1,"-7.21167958, -40.13682018"
SPC5529,"https://www.google.com/maps/place/-7.21185286, -40.13624101",ARP01M1,"-7.21185286, -40.13624101"
FVJ1110,"https://www.google.com/maps/place/-7.23331313, -40.15837453",ARP01M1,"-7.23331313, -40.15837453"
FVJ0980,"https://www.google.com/maps/place/-7.19915733, -40.16048827",ARP01M1,"-7.19915733, -40.16048827"
FVJ0723,"https://www.google.com/maps/place/-7.2134322, -40.12665439",ARP01M1,"-7.2134322, -40.12665439"
5VJ0549,"https://www.google.com/maps/place/-7.19942119, -40.15986409",ARP01M1,"-7.19942119, -40.15986409"
4VJ0549,"https://www.google.com/maps/place/-7.19943033, -40.15982789",ARP01M1,"-7.19943033, -40.15982789"
6VJ0549,"https://www.google.com/maps/place/-7.19943933, -40.15984602",ARP01M1,"-7.19943933, -40.15984602"
SZVJ0549,"https://www.google.com/maps/place/-7.19941222, -40.15983689",ARP01M1,"-7.19941222, -40.15983689"
FVJ0949,"https://www.google.com/maps/place/-7.20705883, -40.08055168",ARP01M1,"-7.20705883, -40.08055168"
FVJ0978,"https://www.google.com/maps/place/-7.37679095, -40.19497239",ARP01M1,"-7.37679095, -40.19497239"
FVJ0982,"https://www.google.com/maps/place/-7.20701345, -40.20024578",ARP01M1,"-7.20701345, -40.20024578"
FVJ0984,"https://www.google.com/maps/place/-7.23116364, -40.19226736",ARP01M1,"-7.23116364, -40.19226736"
FVJ1031,"https://www.google.com/maps/place/-7.35106103, -40.24807817",ARP01M1,"-7.35106103, -40.24807817"
FVJ1034,"https://www.google.com/maps/place/-7.25831436, -40.24256804",ARP01M1,"-7.25831436, -40.24256804"
FVJ1033,"https://www.google.com/maps/place/-7.25908463, -40.22201116",ARP01M1,"-7.25908463, -40.22201116"
FVJ1005,"https://www.google.com/maps/place/-7.34835444, -40.23592304",ARP01M1,"-7.34835444, -40.23592304"
FVJ1000,"https://www.google.com/maps/place/-7.19707955, -40.07044864",ARP01M1,"-7.19707955, -40.07044864"
FVJ0992,"https://www.google.com/maps/place/-7.22008908, -40.07014038",ARP01M1,"-7.22008908, -40.07014038"
FVJ0998,"https://www.google.com/maps/place/-7.20279834, -40.08081328",ARP01M1,"-7.20279834, -40.08081328"
FVJ0993,"https://www.google.com/maps/place/-7.21897077, -40.06102688",ARP01M1,"-7.21897077, -40.06102688"
FVJ0990,"https://www.google.com/maps/place/-7.27784799, -40.25601723",ARP01M1,"-7.27784799, -40.25601723"
FVJ0986,"https://www.google.com/maps/place/-7.28572316, -40.24033376",ARP01M1,"-7.28572316, -40.24033376"
FVJ1285,"https://www.google.com/maps/place/-7.20097721, -40.15611889",ARP01M1,"-7.20097721, -40.15611889"
FVJ1286,"https://www.google.com/maps/place/-7.2014108, -40.15632828",ARP01M1,"-7.2014108, -40.15632828"
FVJ1280,"https://www.google.com/maps/place/-7.20222211, -40.19949966",ARP01M1,"-7.20222211, -40.19949966"
FVJ1006,"https://www.google.com/maps/place/-7.28330799, -40.25036258",ARP01M1,"-7.28330799, -40.25036258"
FVJ1038,"https://www.google.com/maps/place/-7.20638911, -40.14753842",ARP01M1,"-7.20638911, -40.14753842"
FVJ1697,"https://www.google.com/maps/place/-7.2108353, -40.04733275",ARP01M1,"-7.2108353, -40.04733275"
FVJ1703,"https://www.google.com/maps/place/-7.21239989, -40.03547236",ARP01M1,"-7.21239989, -40.03547236"
FVJ1698,"https://www.google.com/maps/place/-7.21193216, -40.0462485",ARP01M1,"-7.21193216, -40.0462485"
FVJ1701,"https://www.google.com/maps/place/-7.20488978, -40.03689527",ARP01M1,"-7.20488978, -40.03689527"
FVJ1009,"https://www.google.com/maps/place/-7.19859316, -40.16184521",ARP01M1,"-7.19859316, -40.16184521"
FVJ1040,"https://www.google.com/maps/place/-7.35233493, -40.24853466",ARP01M1,"-7.35233493, -40.24853466"
FVJ1042,"https://www.google.com/maps/place/-7.21522197, -40.12338044",ARP01M1,"-7.21522197, -40.12338044"
FVJ1046,"https://www.google.com/maps/place/-7.19397371, -40.19269532",ARP01M1,"-7.19397371, -40.19269532"
FVJ1015,"https://www.google.com/maps/place/-7.23834453, -40.16078737",ARP01M1,"-7.23834453, -40.16078737"
FVJ1017,"https://www.google.com/maps/place/-7.2116216, -40.14193677",ARP01M1,"-7.2116216, -40.14193677"
FVJ1288,"https://www.google.com/maps/place/-7.21395732, -40.11166754",ARP01M1,"-7.21395732, -40.11166754"
SVJ1020,"https://www.google.com/maps/place/-7.19919372, -40.16040686",ARP01M1,"-7.19919372, -40.16040686"
FVJ1052,"https://www.google.com/maps/place/-7.21577755, -40.02966571",ARP01M1,"-7.21577755, -40.02966571"
FVJ1055,"https://www.google.com/maps/place/-7.23803722, -40.16071413",ARP01M1,"-7.23803722, -40.16071413"
FVJ1062,"https://www.google.com/maps/place/-7.23763045, -40.16063158",ARP01M1,"-7.23763045, -40.16063158"
FVJ1065,"https://www.google.com/maps/place/-7.21835126, -40.05906922",ARP01M1,"-7.21835126, -40.05906922"
FVJ1050,"https://www.google.com/maps/place/-7.21454464, -40.1484374",ARP01M1,"-7.21454464, -40.1484374"
FVJ1023,"https://www.google.com/maps/place/-7.33103617, -40.2552961",ARP01M1,"-7.33103617, -40.2552961"
FVJ1059,"https://www.google.com/maps/place/-7.21349563, -40.21820277",ARP01M1,"-7.21349563, -40.21820277"
FVJ1075,"https://www.google.com/maps/place/-7.24362162, -40.16260315",ARP01M1,"-7.24362162, -40.16260315"
FVJ1292,"https://www.google.com/maps/place/-7.21517372, -40.12093512",ARP01M1,"-7.21517372, -40.12093512"
FVJ1078,"https://www.google.com/maps/place/-7.25731418, -40.16265638",ARP01M1,"-7.25731418, -40.16265638"
FVJ1077,"https://www.google.com/maps/place/-7.21781744, -40.14530312",ARP01M1,"-7.21781744, -40.14530312"
FCS0958,"https://www.google.com/maps/place/-7.24951531, -40.23904807",ARP01M1,"-7.24951531, -40.23904807"
FVJ1080,"https://www.google.com/maps/place/-7.19278139, -40.16755365",ARP01M1,"-7.19278139, -40.16755365"
FVJ1083,"https://www.google.com/maps/place/-7.23050402, -40.10596604",ARP01M1,"-7.23050402, -40.10596604"
SVJ1560,"https://www.google.com/maps/place/-7.17464387, -40.19030868",ARP01M1,"-7.17464387, -40.19030868"
SVJ1446,"https://www.google.com/maps/place/-7.21070338, -40.13659134",ARP01M1,"-7.21070338, -40.13659134"
SVL0406,"https://www.google.com/maps/place/-7.22368893, -40.13733014",ARP01M1,"-7.22368893, -40.13733014"
RVJ1683,"https://www.google.com/maps/place/-7.21230167, -40.13396902",ARP01M1,"-7.21230167, -40.13396902"
RVJ1682,"https://www.google.com/maps/place/-7.19991239, -40.15875146",ARP01M1,"-7.19991239, -40.15875146"
SVJ1107,"https://www.google.com/maps/place/-7.2123843, -40.13711173",ARP01M1,"-7.2123843, -40.13711173"
SVJ1123,"https://www.google.com/maps/place/-7.29689426, -40.21295619",ARP01M1,"-7.29689426, -40.21295619"
SVJ1132,"https://www.google.com/maps/place/-7.17626264, -40.19034911",ARP01M1,"-7.17626264, -40.19034911"
RVJ1300,"https://www.google.com/maps/place/-7.20664591, -40.20244539",ARP01M1,"-7.20664591, -40.20244539"
6VJ1300,"https://www.google.com/maps/place/-7.206664, -40.20244544",ARP01M1,"-7.206664, -40.20244544"
FVK0347,"https://www.google.com/maps/place/-7.13975402, -40.07147391",ARP01M2,"-7.13975402, -40.07147391"
6VK1300,"https://www.google.com/maps/place/-7.05736214, -39.87512783",ARP01M2,"-7.05736214, -39.87512783"
SVK1300,"https://www.google.com/maps/place/-7.05735321, -39.87506443",ARP01M2,"-7.05735321, -39.87506443"
6VK1339,"https://www.google.com/maps/place/-7.10896459, -40.01219548",ARP01M2,"-7.10896459, -40.01219548"
SVK1339,"https://www.google.com/maps/place/-7.10892849, -40.01215918",ARP01M2,"-7.10892849, -40.01215918"
FVK0215,"https://www.google.com/maps/place/-7.06237683, -39.96927004",ARP01M2,"-7.06237683, -39.96927004"
FVJ3200,"https://www.google.com/maps/place/-7.12576809, -39.98768451",ARP01M2,"-7.12576809, -39.98768451"
FVJ3242,"https://www.google.com/maps/place/-7.14104915, -40.1127402",ARP01M2,"-7.14104915, -40.1127402"
FVJ3293,"https://www.google.com/maps/place/-7.09793599, -40.03013506",ARP01M2,"-7.09793599, -40.03013506"
FVJ3366,"https://www.google.com/maps/place/-7.1059161, -40.016544",ARP01M2,"-7.1059161, -40.016544"
FVJ3471,"https://www.google.com/maps/place/-7.07146328, -40.07393231",ARP01M2,"-7.07146328, -40.07393231"
FVJ3498,"https://www.google.com/maps/place/-7.07232802, -40.0715351",ARP01M2,"-7.07232802, -40.0715351"
FVJ3501,"https://www.google.com/maps/place/-7.07116749, -40.07277277",ARP01M2,"-7.07116749, -40.07277277"
TSVJ3765,"https://www.google.com/maps/place/-7.13807891, -39.95710432",ARP01M2,"-7.13807891, -39.95710432"
FVJ3781,"https://www.google.com/maps/place/-7.13854203, -39.93413205",ARP01M2,"-7.13854203, -39.93413205"
FVJ3820,"https://www.google.com/maps/place/-7.13727898, -39.93254482",ARP01M2,"-7.13727898, -39.93254482"
FVJ5540,"https://www.google.com/maps/place/-7.09715016, -40.02966249",ARP01M2,"-7.09715016, -40.02966249"
FVJ6411,"https://www.google.com/maps/place/-7.13065342, -40.09544782",ARP01M2,"-7.13065342, -40.09544782"
FVK0001,"https://www.google.com/maps/place/-7.11023148, -40.04047547",ARP01M2,"-7.11023148, -40.04047547"
FVK0012,"https://www.google.com/maps/place/-7.11819038, -40.10684495",ARP01M2,"-7.11819038, -40.10684495"
FVK0016,"https://www.google.com/maps/place/-7.1171985, -40.12436281",ARP01M2,"-7.1171985, -40.12436281"
FVK0020,"https://www.google.com/maps/place/-7.11256435, -40.13690978",ARP01M2,"-7.11256435, -40.13690978"
FVK0024,"https://www.google.com/maps/place/-7.10049668, -40.12691167",ARP01M2,"-7.10049668, -40.12691167"
FVK0035,"https://www.google.com/maps/place/-7.13581009, -39.96944181",ARP01M2,"-7.13581009, -39.96944181"
FVK0041,"https://www.google.com/maps/place/-7.13376983, -39.96328909",ARP01M2,"-7.13376983, -39.96328909"
FVK0043,"https://www.google.com/maps/place/-7.13159413, -39.96567509",ARP01M2,"-7.13159413, -39.96567509"
FVK0044,"https://www.google.com/maps/place/-7.13781748, -40.07192215",ARP01M2,"-7.13781748, -40.07192215"
FVK0056,"https://www.google.com/maps/place/-7.0757976, -40.04521481",ARP01M2,"-7.0757976, -40.04521481"
FVK0059,"https://www.google.com/maps/place/-7.10959966, -40.01130047",ARP01M2,"-7.10959966, -40.01130047"
FVK0060,"https://www.google.com/maps/place/-7.11090968, -40.06047828",ARP01M2,"-7.11090968, -40.06047828"
FVK0063,"https://www.google.com/maps/place/-7.1328122, -40.10043306",ARP01M2,"-7.1328122, -40.10043306"
FVK0078,"https://www.google.com/maps/place/-7.09512728, -40.08779448",ARP01M2,"-7.09512728, -40.08779448"
FVK0087,"https://www.google.com/maps/place/-7.18910305, -40.13045212",ARP01M2,"-7.18910305, -40.13045212"
FVK0101,"https://www.google.com/maps/place/-7.08992369, -39.98797016",ARP01M2,"-7.08992369, -39.98797016"
FVK0107,"https://www.google.com/maps/place/-7.08314317, -39.96503073",ARP01M2,"-7.08314317, -39.96503073"
FVK0109,"https://www.google.com/maps/place/-7.19367678, -40.1315139",ARP01M2,"-7.19367678, -40.1315139"
FVK0122,"https://www.google.com/maps/place/-7.06341717, -40.04052442",ARP01M2,"-7.06341717, -40.04052442"
FVK0138,"https://www.google.com/maps/place/-7.05970219, -40.05159756",ARP01M2,"-7.05970219, -40.05159756"
FVK0140,"https://www.google.com/maps/place/-7.05462844, -40.05151368",ARP01M2,"-7.05462844, -40.05151368"
FVK0141,"https://www.google.com/maps/place/-7.18173802, -40.12802513",ARP01M2,"-7.18173802, -40.12802513"
FVK0143,"https://www.google.com/maps/place/-7.07852206, -40.05231914",ARP01M2,"-7.07852206, -40.05231914"
FVK0148,"https://www.google.com/maps/place/-7.07193855, -40.0479313",ARP01M2,"-7.07193855, -40.0479313"
FVK0149,"https://www.google.com/maps/place/-7.07266976, -40.0485486",ARP01M2,"-7.07266976, -40.0485486"
FVK0156,"https://www.google.com/maps/place/-7.08006738, -40.05288398",ARP01M2,"-7.08006738, -40.05288398"
