CD,LOCALIZAÇÃO,ALIMENTADOR,TOTAL CLIENTES,TOTAL POTENCIA,GPS - BT
TMI0061,"https://www.google.com/maps/place/-7.20942895,-39.30304479",JND01L5,1,75,"-7.20942895,-39.30304479"
TMJ0182,"https://www.google.com/maps/place/-7.23349328,-39.29906611",JND01L5,0,225,"-7.23349328,-39.29906611"
TMF0198,"https://www.google.com/maps/place/-7.2175356,-39.30054113",JND01L5,258,113,"-7.2175356,-39.30054113"
TMF0043,"https://www.google.com/maps/place/-7.1728051,-39.27004385",JND01L5,48,45,"-7.1728051,-39.27004385"
TMF1184,"https://www.google.com/maps/place/-7.21578387,-39.21465283",JND01L5,4,15,"-7.21578387,-39.21465283"
TQR0119,"https://www.google.com/maps/place/-7.1695768,-39.26824867",JND01L5,6,10,"-7.1695768,-39.26824867"
TQR0009,"https://www.google.com/maps/place/-7.19006175,-39.2247579",JND01L5,15,10,"-7.19006175,-39.2247579"
TQR0014,"https://www.google.com/maps/place/-7.23999735,-39.2988077",JND01L5,78,45,"-7.23999735,-39.2988077"
TQR0012,"https://www.google.com/maps/place/-7.18516996,-39.25554133",JND01L5,1,45,"-7.18516996,-39.25554133"
TQR0008,"https://www.google.com/maps/place/-7.22412406,-39.266306",JND01L5,42,113,"-7.22412406,-39.266306"
TQR0006,"https://www.google.com/maps/place/-7.22535546,-39.26429582",JND01L5,27,113,"-7.22535546,-39.26429582"
TQR0062,"https://www.google.com/maps/place/-7.21676912,-39.29685406",JND01L5,0,45,"-7.21676912,-39.29685406"
TQR0017,"https://www.google.com/maps/place/-7.21376084,-39.24427119",JND01L5,0,15,"-7.21376084,-39.24427119"
TQR0015,"https://www.google.com/maps/place/-7.19015539,-39.28428324",JND01L5,10,45,"-7.19015539,-39.28428324"
TQR0116,"https://www.google.com/maps/place/-7.21897243,-39.22426488",JND01L5,1,45,"-7.21897243,-39.22426488"
TQR0172,"https://www.google.com/maps/place/-7.21315098,-39.23422568",JND01L5,2,15,"-7.21315098,-39.23422568"
TQR0117,"https://www.google.com/maps/place/-7.22078407,-39.25409385",JND01L5,1,15,"-7.22078407,-39.25409385"
TQR0174,"https://www.google.com/maps/place/-7.20014987,-39.30020361",JND01L5,1,112.5,"-7.20014987,-39.30020361"
TQR0018,"https://www.google.com/maps/place/-7.2107725,-39.2146233",JND01L5,2,15,"-7.2107725,-39.2146233"
TMF0235,"https://www.google.com/maps/place/-7.23210681,-39.22452497",JND01L5,1,15,"-7.23210681,-39.22452497"
TQR0060,"https://www.google.com/maps/place/-7.18706928,-39.28668151",JND01L5,11,113,"-7.18706928,-39.28668151"
TQR0061,"https://www.google.com/maps/place/-7.18487107,-39.28682505",JND01L5,0,113,"-7.18487107,-39.28682505"
TQR0059,"https://www.google.com/maps/place/-7.1893489,-39.28654708",JND01L5,46,113,"-7.1893489,-39.28654708"
TQR0121,"https://www.google.com/maps/place/-7.2511866,-39.29932234",JND01L5,38,45,"-7.2511866,-39.29932234"
TQR0123,"https://www.google.com/maps/place/-7.19258354,-39.22879878",JND01L5,13,45,"-7.19258354,-39.22879878"
TQR0176,"https://www.google.com/maps/place/-7.23829314,-39.30425969",JND01L5,87,45,"-7.23829314,-39.30425969"
TQR0125,"https://www.google.com/maps/place/-7.24192206,-39.30188882",JND01L5,28,75,"-7.24192206,-39.30188882"
TQR0124,"https://www.google.com/maps/place/-7.18304476,-39.27036689",JND01L5,9,15,"-7.18304476,-39.27036689"
TQR0066,"https://www.google.com/maps/place/-7.22662512,-39.25860806",JND01L5,1,15,"-7.22662512,-39.25860806"
TQR0070,"https://www.google.com/maps/place/-7.21878376,-39.25623947",JND01L5,5,10,"-7.21878376,-39.25623947"
TQR0076,"https://www.google.com/maps/place/-7.20371676,-39.28145662",JND01L5,51,45,"-7.20371676,-39.28145662"
TQR0077,"https://www.google.com/maps/place/-7.18047474,-39.2869491",JND01L5,3,10,"-7.18047474,-39.2869491"
TQR0178,"https://www.google.com/maps/place/-7.22308363,-39.29597954",JND01L5,1,300,"-7.22308363,-39.29597954"
TQR0082,"https://www.google.com/maps/place/-7.17399117,-39.26821502",JND01L5,2,45,"-7.17399117,-39.26821502"
TQR0068,"https://www.google.com/maps/place/-7.20040043,-39.24381117",JND01L5,0,15,"-7.20040043,-39.24381117"
TQR0128,"https://www.google.com/maps/place/-7.19841937,-39.22622028",JND01L5,9,45,"-7.19841937,-39.22622028"
TQR0080,"https://www.google.com/maps/place/-7.20169783,-39.28423607",JND01L5,13,113,"-7.20169783,-39.28423607"
TQR0079,"https://www.google.com/maps/place/-7.20157179,-39.28326682",JND01L5,7,113,"-7.20157179,-39.28326682"
TQR0086,"https://www.google.com/maps/place/-7.22566677,-39.24116158",JND01L5,2,45,"-7.22566677,-39.24116158"
TQR0132,"https://www.google.com/maps/place/-7.22918432,-39.24354575",JND01L5,3,45,"-7.22918432,-39.24354575"
TQP0116,"https://www.google.com/maps/place/-7.21951871,-39.29735404",JND01L5,0,225,"-7.21951871,-39.29735404"
TQT0002,"https://www.google.com/maps/place/-7.22664727,-39.29657969",JND01L5,1,112.5,"-7.22664727,-39.29657969"
TQT0011,"https://www.google.com/maps/place/-7.21767505,-39.2319454",JND01L5,0,45,"-7.21767505,-39.2319454"
TQS0108,"https://www.google.com/maps/place/-7.19872612,-39.2278508",JND01L5,31,45,"-7.19872612,-39.2278508"
TQS0107,"https://www.google.com/maps/place/-7.1948811,-39.2289539",JND01L5,27,45,"-7.1948811,-39.2289539"
TQS0157,"https://www.google.com/maps/place/-7.19293175,-39.27047235",JND01L5,0,300,"-7.19293175,-39.27047235"
TQR0135,"https://www.google.com/maps/place/-7.16814538,-39.27197024",JND01L5,1,45,"-7.16814538,-39.27197024"
TQT0023,"https://www.google.com/maps/place/-7.17731015,-39.26962987",JND01L5,10,45,"-7.17731015,-39.26962987"
TQT0047,"https://www.google.com/maps/place/-7.20031242,-39.30062037",JND01L5,20,45,"-7.20031242,-39.30062037"
TQT0048,"https://www.google.com/maps/place/-7.19432166,-39.22613674",JND01L5,1,45,"-7.19432166,-39.22613674"
TQT0026,"https://www.google.com/maps/place/-7.21237687,-39.22661668",JND01L5,0,45,"-7.21237687,-39.22661668"
TQT0050,"https://www.google.com/maps/place/-7.18792155,-39.28352103",JND01L5,3,45,"-7.18792155,-39.28352103"
TQT0025,"https://www.google.com/maps/place/-7.20737417,-39.22735693",JND01L5,5,45,"-7.20737417,-39.22735693"
TQT0055,"https://www.google.com/maps/place/-7.16365836,-39.27249289",JND01L5,3,15,"-7.16365836,-39.27249289"
TQT0057,"https://www.google.com/maps/place/-7.24136651,-39.23095198",JND01L5,1,15,"-7.24136651,-39.23095198"
TQT0007,"https://www.google.com/maps/place/-7.2239927,-39.2422839",JND01L5,25,113,"-7.2239927,-39.2422839"
TQT0006,"https://www.google.com/maps/place/-7.22221994,-39.24186628",JND01L5,4,113,"-7.22221994,-39.24186628"
TQT0005,"https://www.google.com/maps/place/-7.22127737,-39.2452716",JND01L5,13,113,"-7.22127737,-39.2452716"
TQT0022,"https://www.google.com/maps/place/-7.21699516,-39.23478019",JND01L5,11,45,"-7.21699516,-39.23478019"
TQT0021,"https://www.google.com/maps/place/-7.17937108,-39.25647099",JND01L5,1,45,"-7.17937108,-39.25647099"
TQT0037,"https://www.google.com/maps/place/-7.22528288,-39.24856185",JND01L5,1,45,"-7.22528288,-39.24856185"
TQT0033,"https://www.google.com/maps/place/-7.21966495,-39.23228156",JND01L5,2,45,"-7.21966495,-39.23228156"
TQT0054,"https://www.google.com/maps/place/-7.22396971,-39.25136008",JND01L5,1,45,"-7.22396971,-39.25136008"
TCR0008,"https://www.google.com/maps/place/-7.31097113,-39.26854049",BBL01M7,2,45,"-7.31097113,-39.26854049"
TCP1364,"https://www.google.com/maps/place/-7.31968525,-39.29269054",BBL01M7,30,45,"-7.31968525,-39.29269054"
TCR0011,"https://www.google.com/maps/place/-7.27117741,-39.1798741",BBL01M7,14,45,"-7.27117741,-39.1798741"
TCR0010,"https://www.google.com/maps/place/-7.26863518,-39.15637399",BBL01M7,0,45,"-7.26863518,-39.15637399"
TCR0173,"https://www.google.com/maps/place/-7.31144719,-39.20609128",BBL01M7,0,45,"-7.31144719,-39.20609128"
TCR0023,"https://www.google.com/maps/place/-7.36119672,-39.14182715",BBL01M7,0,45,"-7.36119672,-39.14182715"
TCR0092,"https://www.google.com/maps/place/-7.27410961,-39.17641467",BBL01M7,0,15,"-7.27410961,-39.17641467"
TCR0175,"https://www.google.com/maps/place/-7.27139604,-39.15082172",BBL01M7,3,15,"-7.27139604,-39.15082172"
TCR0176,"https://www.google.com/maps/place/-7.31425244,-39.2569458",BBL01M7,2,15,"-7.31425244,-39.2569458"
TCO2519,"https://www.google.com/maps/place/-7.30471093,-39.21926103",BBL01M7,92,30,"-7.30471093,-39.21926103"
TCO2527,"https://www.google.com/maps/place/-7.30276301,-39.22552032",BBL01M7,11,15,"-7.30276301,-39.22552032"
TCO2535,"https://www.google.com/maps/place/-7.30765555,-39.22795079",BBL01M7,3,30,"-7.30765555,-39.22795079"
TCP0004,"https://www.google.com/maps/place/-7.31200612,-39.29160742",BBL01M7,0,75,"-7.31200612,-39.29160742"
TCP0026,"https://www.google.com/maps/place/-7.31215305,-39.25829452",BBL01M7,50,15,"-7.31215305,-39.25829452"
TCP0040,"https://www.google.com/maps/place/-7.3223959,-39.29736728",BBL01M7,174,45,"-7.3223959,-39.29736728"
TCP0066,"https://www.google.com/maps/place/-7.32366281,-39.29659801",BBL01M7,132,75,"-7.32366281,-39.29659801"
TCP0082,"https://www.google.com/maps/place/-7.32438673,-39.29619079",BBL01M7,232,75,"-7.32438673,-39.29619079"
TCP0086,"https://www.google.com/maps/place/-7.32761653,-39.14857545",BBL01M7,0,5,"-7.32761653,-39.14857545"
TCP0090,"https://www.google.com/maps/place/-7.32506479,-39.29675296",BBL01M7,125,75,"-7.32506479,-39.29675296"
TCP0101,"https://www.google.com/maps/place/-7.28170077,-39.14612338",BBL01M7,14,10,"-7.28170077,-39.14612338"
TCP0104,"https://www.google.com/maps/place/-7.32446848,-39.29568348",BBL01M7,196,75,"-7.32446848,-39.29568348"
TCP0151,"https://www.google.com/maps/place/-7.31394819,-39.25106576",BBL01M7,1,15,"-7.31394819,-39.25106576"
TCP0155,"https://www.google.com/maps/place/-7.32618882,-39.29314778",BBL01M7,156,75,"-7.32618882,-39.29314778"
TCP0171,"https://www.google.com/maps/place/-7.32476123,-39.29062815",BBL01M7,1,30,"-7.32476123,-39.29062815"
TCP0180,"https://www.google.com/maps/place/-7.32796385,-39.28995977",BBL01M7,48,45,"-7.32796385,-39.28995977"
TCP0187,"https://www.google.com/maps/place/-7.31753394,-39.26061695",BBL01M7,20,10,"-7.31753394,-39.26061695"
TCP0188,"https://www.google.com/maps/place/-7.3190002,-39.25914103",BBL01M7,57,10,"-7.3190002,-39.25914103"
TCP0200,"https://www.google.com/maps/place/-7.31799133,-39.19704333",BBL01M7,88,30,"-7.31799133,-39.19704333"
TCP0207,"https://www.google.com/maps/place/-7.31654544,-39.19373581",BBL01M7,1,30,"-7.31654544,-39.19373581"
TCP0209,"https://www.google.com/maps/place/-7.31051417,-39.18836072",BBL01M7,1,30,"-7.31051417,-39.18836072"
TCP0211,"https://www.google.com/maps/place/-7.2979617,-39.18076353",BBL01M7,1,30,"-7.2979617,-39.18076353"
TCP0223,"https://www.google.com/maps/place/-7.27268591,-39.16153001",BBL01M7,25,10,"-7.27268591,-39.16153001"
TCP0236,"https://www.google.com/maps/place/-7.30856728,-39.26461618",BBL01M7,0,10,"-7.30856728,-39.26461618"
TCP0246,"https://www.google.com/maps/place/-7.31398132,-39.25650171",BBL01M7,14,15,"-7.31398132,-39.25650171"
TCP0252,"https://www.google.com/maps/place/-7.3038005,-39.24807041",BBL01M7,29,15,"-7.3038005,-39.24807041"
TCP0279,"https://www.google.com/maps/place/-7.30340401,-39.24528887",BBL01M7,0,225,"-7.30340401,-39.24528887"
TCP0294,"https://www.google.com/maps/place/-7.29805053,-39.22477508",BBL01M7,5,10,"-7.29805053,-39.22477508"
TCP0295,"https://www.google.com/maps/place/-7.30351565,-39.23951791",BBL01M7,5,75,"-7.30351565,-39.23951791"
TCP0305,"https://www.google.com/maps/place/-7.27484799,-39.16115936",BBL01M7,21,10,"-7.27484799,-39.16115936"
TCP0309,"https://www.google.com/maps/place/-7.30429974,-39.24491791",BBL01M7,1,75,"-7.30429974,-39.24491791"
TCP0317,"https://www.google.com/maps/place/-7.30577451,-39.24434795",BBL01M7,62,75,"-7.30577451,-39.24434795"
TCP0344,"https://www.google.com/maps/place/-7.32556512,-39.29245881",BBL01M7,7,15,"-7.32556512,-39.29245881"
TCP0351,"https://www.google.com/maps/place/-7.37687166,-39.1152465",BBL01M7,3,10,"-7.37687166,-39.1152465"
TCP0353,"https://www.google.com/maps/place/-7.27337479,-39.15754425",BBL01M7,46,10,"-7.27337479,-39.15754425"
TCP0356,"https://www.google.com/maps/place/-7.30757338,-39.19050667",BBL01M7,1,45,"-7.30757338,-39.19050667"
TCP0368,"https://www.google.com/maps/place/-7.30107589,-39.234561",BBL01M7,0,3500,"-7.30107589,-39.234561"
TCP0370,"https://www.google.com/maps/place/-7.32583223,-39.2849844",BBL01M7,3,10,"-7.32583223,-39.2849844"
TCP0424,"https://www.google.com/maps/place/-7.30119054,-39.24016897",BBL01M7,2,45,"-7.30119054,-39.24016897"
TCP0470,"https://www.google.com/maps/place/-7.31276129,-39.25447161",BBL01M7,5,15,"-7.31276129,-39.25447161"
TCP0472,"https://www.google.com/maps/place/-7.35466433,-39.14596585",BBL01M7,11,75,"-7.35466433,-39.14596585"
TCP0524,"https://www.google.com/maps/place/-7.28655687,-39.17583973",BBL01M7,0,10,"-7.28655687,-39.17583973"
TCP0526,"https://www.google.com/maps/place/-7.28461029,-39.18025087",BBL01M7,0,10,"-7.28461029,-39.18025087"
TCP0528,"https://www.google.com/maps/place/-7.28146235,-39.18024961",BBL01M7,2,10,"-7.28146235,-39.18024961"
TCP0530,"https://www.google.com/maps/place/-7.27665093,-39.17783796",BBL01M7,0,10,"-7.27665093,-39.17783796"
TCP0589,"https://www.google.com/maps/place/-7.31892099,-39.28546925",BBL01M7,2,45,"-7.31892099,-39.28546925"
TCP0597,"https://www.google.com/maps/place/-7.32439587,-39.28194836",BBL01M7,3,45,"-7.32439587,-39.28194836"
TCP1144,"https://www.google.com/maps/place/-7.3145209,-39.26200137",BBL01M7,9,10,"-7.3145209,-39.26200137"
TCP1145,"https://www.google.com/maps/place/-7.31480353,-39.2581692",BBL01M7,28,15,"-7.31480353,-39.2581692"
TCP1152,"https://www.google.com/maps/place/-7.32923076,-39.28917235",BBL01M7,10,5,"-7.32923076,-39.28917235"
TCP1153,"https://www.google.com/maps/place/-7.33035505,-39.28505069",BBL01M7,26,15,"-7.33035505,-39.28505069"
TCP1154,"https://www.google.com/maps/place/-7.33938126,-39.28729434",BBL01M7,13,5,"-7.33938126,-39.28729434"
TCP1182,"https://www.google.com/maps/place/-7.32744732,-39.29139094",BBL01M7,1,225,"-7.32744732,-39.29139094"
TCP1429,"https://www.google.com/maps/place/-7.31023097,-39.19490181",BBL01M7,1,250,"-7.31023097,-39.19490181"
TCP1572,"https://www.google.com/maps/place/-7.33606098,-39.2880714",BBL01M7,0,45,"-7.33606098,-39.2880714"
TCP1574,"https://www.google.com/maps/place/-7.32742337,-39.28641691",BBL01M7,2,45,"-7.32742337,-39.28641691"
TCO0072,"https://www.google.com/maps/place/-7.30543561,-39.21714141",BBL01M7,70,45,"-7.30543561,-39.21714141"
TCO0073,"https://www.google.com/maps/place/-7.30721101,-39.21204161",BBL01M7,103,45,"-7.30721101,-39.21204161"
TCO1563,"https://www.google.com/maps/place/-7.30142866,-39.25143023",BBL01M7,2,45,"-7.30142866,-39.25143023"
TCO1571,"https://www.google.com/maps/place/-7.30002771,-39.2493548",BBL01M7,1,45,"-7.30002771,-39.2493548"
TCO1580,"https://www.google.com/maps/place/-7.30091683,-39.24454463",BBL01M7,1,30,"-7.30091683,-39.24454463"
TCO2438,"https://www.google.com/maps/place/-7.29171912,-39.22348548",BBL01M7,11,10,"-7.29171912,-39.22348548"
TCO2454,"https://www.google.com/maps/place/-7.29292989,-39.2262311",BBL01M7,#N/D,#N/D,"-7.29292989,-39.2262311"
TCO2462,"https://www.google.com/maps/place/-7.29638598,-39.22502792",BBL01M7,1,15,"-7.29638598,-39.22502792"
TCO2489,"https://www.google.com/maps/place/-7.30047403,-39.22631642",BBL01M7,1,30,"-7.30047403,-39.22631642"
TCO2497,"https://www.google.com/maps/place/-7.30225647,-39.22546571",BBL01M7,77,30,"-7.30225647,-39.22546571"
TOS1316,"https://www.google.com/maps/place/-7.27822385,-39.15611458",BBL01M7,9,10,"-7.27822385,-39.15611458"
TOS1322,"https://www.google.com/maps/place/-7.28822008,-39.15435144",BBL01M7,1,10,"-7.28822008,-39.15435144"
TOS1368,"https://www.google.com/maps/place/-7.29222007,-39.1185134",BBL01M7,1,10,"-7.29222007,-39.1185134"
TOS1383,"https://www.google.com/maps/place/-7.29128141,-39.11016936",BBL01M7,4,10,"-7.29128141,-39.11016936"
TOS1385,"https://www.google.com/maps/place/-7.28863132,-39.1087645",BBL01M7,0,10,"-7.28863132,-39.1087645"
TOS1386,"https://www.google.com/maps/place/-7.2946659,-39.10449889",BBL01M7,1,10,"-7.2946659,-39.10449889"
TOS1394,"https://www.google.com/maps/place/-7.38790066,-39.1064688",BBL01M7,2,10,"-7.38790066,-39.1064688"
TOS1395,"https://www.google.com/maps/place/-7.39410671,-39.10376993",BBL01M7,3,10,"-7.39410671,-39.10376993"
TOS1398,"https://www.google.com/maps/place/-7.35691145,-39.13387946",BBL01M7,1,10,"-7.35691145,-39.13387946"
TOS1403,"https://www.google.com/maps/place/-7.37607629,-39.1126276",BBL01M7,2,5,"-7.37607629,-39.1126276"
TOS1427,"https://www.google.com/maps/place/-7.34407356,-39.14012741",BBL01M7,1,10,"-7.34407356,-39.14012741"
TOS1438,"https://www.google.com/maps/place/-7.30206977,-39.15275261",BBL01M7,12,45,"-7.30206977,-39.15275261"
TOS1524,"https://www.google.com/maps/place/-7.38053987,-39.15909504",BBL01M7,0,10,"-7.38053987,-39.15909504"
TOS1532,"https://www.google.com/maps/place/-7.38149792,-39.16135165",BBL01M7,0,10,"-7.38149792,-39.16135165"
TOS1533,"https://www.google.com/maps/place/-7.38093921,-39.15533475",BBL01M7,0,10,"-7.38093921,-39.15533475"
TOS1626,"https://www.google.com/maps/place/-7.35154279,-39.14823907",BBL01M7,4,15,"-7.35154279,-39.14823907"
TOS1655,"https://www.google.com/maps/place/-7.3594822,-39.12790912",BBL01M7,1,10,"-7.3594822,-39.12790912"
TOS6214,"https://www.google.com/maps/place/-7.29472304,-39.12854299",BBL01M7,3,10,"-7.29472304,-39.12854299"
TOS6220,"https://www.google.com/maps/place/-7.29448878,-39.12519995",BBL01M7,14,15,"-7.29448878,-39.12519995"
TOS6230,"https://www.google.com/maps/place/-7.29433287,-39.13270121",BBL01M7,5,5,"-7.29433287,-39.13270121"
TOS0580,"https://www.google.com/maps/place/-7.26494539,-39.15371844",BBL01M7,21,10,"-7.26494539,-39.15371844"
TOS0582,"https://www.google.com/maps/place/-7.27077973,-39.15437267",BBL01M7,6,10,"-7.27077973,-39.15437267"
TOS0584,"https://www.google.com/maps/place/-7.27140379,-39.15467183",BBL01M7,23,5,"-7.27140379,-39.15467183"
TOS0585,"https://www.google.com/maps/place/-7.27246028,-39.16006236",BBL01M7,52,15,"-7.27246028,-39.16006236"
TOS0586,"https://www.google.com/maps/place/-7.27226941,-39.16262602",BBL01M7,46,45,"-7.27226941,-39.16262602"
TOS0589,"https://www.google.com/maps/place/-7.27525708,-39.15533447",BBL01M7,10,10,"-7.27525708,-39.15533447"
TOS0591,"https://www.google.com/maps/place/-7.27901114,-39.15522704",BBL01M7,2,15,"-7.27901114,-39.15522704"
TOS0592,"https://www.google.com/maps/place/-7.28525374,-39.15231207",BBL01M7,32,10,"-7.28525374,-39.15231207"
TOS0593,"https://www.google.com/maps/place/-7.28835984,-39.14187666",BBL01M7,9,5,"-7.28835984,-39.14187666"
TOS0594,"https://www.google.com/maps/place/-7.29168965,-39.13883372",BBL01M7,5,5,"-7.29168965,-39.13883372"
TOS0595,"https://www.google.com/maps/place/-7.29416918,-39.13561834",BBL01M7,11,10,"-7.29416918,-39.13561834"
TOS0598,"https://www.google.com/maps/place/-7.28461889,-39.15714049",BBL01M7,19,30,"-7.28461889,-39.15714049"
TOS0601,"https://www.google.com/maps/place/-7.28346859,-39.16135268",BBL01M7,23,5,"-7.28346859,-39.16135268"
TOS0602,"https://www.google.com/maps/place/-7.28423657,-39.16389862",BBL01M7,1,10,"-7.28423657,-39.16389862"
TOS0603,"https://www.google.com/maps/place/-7.28209353,-39.16161491",BBL01M7,6,30,"-7.28209353,-39.16161491"
TOS0604,"https://www.google.com/maps/place/-7.29043592,-39.15548463",BBL01M7,33,45,"-7.29043592,-39.15548463"
TOS0605,"https://www.google.com/maps/place/-7.29788131,-39.15347596",BBL01M7,43,30,"-7.29788131,-39.15347596"
TOS0606,"https://www.google.com/maps/place/-7.30785903,-39.15292671",BBL01M7,45,30,"-7.30785903,-39.15292671"
TOS0608,"https://www.google.com/maps/place/-7.31153171,-39.1526924",BBL01M7,0,30,"-7.31153171,-39.1526924"
TOS0609,"https://www.google.com/maps/place/-7.31370229,-39.15392528",BBL01M7,18,30,"-7.31370229,-39.15392528"
TOS0611,"https://www.google.com/maps/place/-7.31733917,-39.15254034",BBL01M7,11,75,"-7.31733917,-39.15254034"
TOS0612,"https://www.google.com/maps/place/-7.32036936,-39.15299437",BBL01M7,45,45,"-7.32036936,-39.15299437"
TOS0615,"https://www.google.com/maps/place/-7.33106282,-39.14906585",BBL01M7,75,150,"-7.33106282,-39.14906585"
TOS0617,"https://www.google.com/maps/place/-7.33430853,-39.15421321",BBL01M7,1,45,"-7.33430853,-39.15421321"
TOS0620,"https://www.google.com/maps/place/-7.33438283,-39.14847803",BBL01M7,6,15,"-7.33438283,-39.14847803"
TOS0622,"https://www.google.com/maps/place/-7.3356587,-39.14720094",BBL01M7,38,45,"-7.3356587,-39.14720094"
TOS0624,"https://www.google.com/maps/place/-7.33786423,-39.15215771",BBL01M7,1,30,"-7.33786423,-39.15215771"
TOS0628,"https://www.google.com/maps/place/-7.33836373,-39.14618705",BBL01M7,25,10,"-7.33836373,-39.14618705"
TOS0630,"https://www.google.com/maps/place/-7.34340275,-39.1446031",BBL01M7,34,45,"-7.34340275,-39.1446031"
TOS0631,"https://www.google.com/maps/place/-7.34596275,-39.14450426",BBL01M7,5,10,"-7.34596275,-39.14450426"
TOS0633,"https://www.google.com/maps/place/-7.34950874,-39.14437855",BBL01M7,3,45,"-7.34950874,-39.14437855"
TOS0635,"https://www.google.com/maps/place/-7.34978993,-39.14195945",BBL01M7,9,45,"-7.34978993,-39.14195945"
TOS0637,"https://www.google.com/maps/place/-7.36076569,-39.13141605",BBL01M7,23,15,"-7.36076569,-39.13141605"
TOS0640,"https://www.google.com/maps/place/-7.3640199,-39.13900103",BBL01M7,37,30,"-7.3640199,-39.13900103"
TOS0642,"https://www.google.com/maps/place/-7.36552251,-39.13568517",BBL01M7,1,15,"-7.36552251,-39.13568517"
TOS0644,"https://www.google.com/maps/place/-7.36796554,-39.13346596",BBL01M7,2,15,"-7.36796554,-39.13346596"
TOS0646,"https://www.google.com/maps/place/-7.37105976,-39.13159123",BBL01M7,7,15,"-7.37105976,-39.13159123"
TOS0648,"https://www.google.com/maps/place/-7.37144047,-39.12889113",BBL01M7,1,15,"-7.37144047,-39.12889113"
TOS0649,"https://www.google.com/maps/place/-7.38032506,-39.12311259",BBL01M7,1,15,"-7.38032506,-39.12311259"
TOS0652,"https://www.google.com/maps/place/-7.37694313,-39.11868072",BBL01M7,14,15,"-7.37694313,-39.11868072"
TOS0654,"https://www.google.com/maps/place/-7.38148467,-39.11657064",BBL01M7,3,5,"-7.38148467,-39.11657064"
TOS0655,"https://www.google.com/maps/place/-7.38461561,-39.11228542",BBL01M7,4,5,"-7.38461561,-39.11228542"
TOS0656,"https://www.google.com/maps/place/-7.38450813,-39.10792687",BBL01M7,11,5,"-7.38450813,-39.10792687"
TOS0658,"https://www.google.com/maps/place/-7.38379543,-39.09965367",BBL01M7,13,5,"-7.38379543,-39.09965367"
TOS0659,"https://www.google.com/maps/place/-7.38515336,-39.09476081",BBL01M7,9,5,"-7.38515336,-39.09476081"
TOS0660,"https://www.google.com/maps/place/-7.38534295,-39.09652783",BBL01M7,6,5,"-7.38534295,-39.09652783"
TOS0661,"https://www.google.com/maps/place/-7.37571556,-39.10815128",BBL01M7,27,45,"-7.37571556,-39.10815128"
TOS0663,"https://www.google.com/maps/place/-7.37352681,-39.10676439",BBL01M7,16,10,"-7.37352681,-39.10676439"
TOS0664,"https://www.google.com/maps/place/-7.37121992,-39.10766089",BBL01M7,4,5,"-7.37121992,-39.10766089"
TOS0667,"https://www.google.com/maps/place/-7.37568935,-39.10425495",BBL01M7,32,15,"-7.37568935,-39.10425495"
TOS0668,"https://www.google.com/maps/place/-7.37296655,-39.10430868",BBL01M7,8,10,"-7.37296655,-39.10430868"
TOS0669,"https://www.google.com/maps/place/-7.37480361,-39.10096553",BBL01M7,6,5,"-7.37480361,-39.10096553"
TOS0670,"https://www.google.com/maps/place/-7.37514774,-39.09920774",BBL01M7,17,10,"-7.37514774,-39.09920774"
TOS0672,"https://www.google.com/maps/place/-7.26104454,-39.15981374",BBL01M7,0,15,"-7.26104454,-39.15981374"
TOS0674,"https://www.google.com/maps/place/-7.26385745,-39.16077498",BBL01M7,0,10,"-7.26385745,-39.16077498"
TOS0677,"https://www.google.com/maps/place/-7.26428058,-39.16640073",BBL01M7,0,15,"-7.26428058,-39.16640073"
TOS0679,"https://www.google.com/maps/place/-7.27052096,-39.16973675",BBL01M7,1,15,"-7.27052096,-39.16973675"
TOS0681,"https://www.google.com/maps/place/-7.27375029,-39.16981043",BBL01M7,3,45,"-7.27375029,-39.16981043"
TOS0682,"https://www.google.com/maps/place/-7.26282239,-39.17127388",BBL01M7,1,45,"-7.26282239,-39.17127388"
TOS0684,"https://www.google.com/maps/place/-7.27930088,-39.17904387",BBL01M7,1,45,"-7.27930088,-39.17904387"
TOS0687,"https://www.google.com/maps/place/-7.287858,-39.17958177",BBL01M7,19,30,"-7.287858,-39.17958177"
TOS0689,"https://www.google.com/maps/place/-7.29068017,-39.17989997",BBL01M7,0,5,"-7.29068017,-39.17989997"
TOS0690,"https://www.google.com/maps/place/-7.29133156,-39.17965562",BBL01M7,9,15,"-7.29133156,-39.17965562"
TOS0692,"https://www.google.com/maps/place/-7.29227222,-39.17992778",BBL01M7,9,30,"-7.29227222,-39.17992778"
TOS0694,"https://www.google.com/maps/place/-7.29325829,-39.17973793",BBL01M7,3,15,"-7.29325829,-39.17973793"
TOS0695,"https://www.google.com/maps/place/-7.29489548,-39.17998319",BBL01M7,3,5,"-7.29489548,-39.17998319"
TOS0697,"https://www.google.com/maps/place/-7.26862851,-39.17468227",BBL01M7,23,45,"-7.26862851,-39.17468227"
TOS0698,"https://www.google.com/maps/place/-7.29704808,-39.18073599",BBL01M7,1,5,"-7.29704808,-39.18073599"
TOS0702,"https://www.google.com/maps/place/-7.29864001,-39.18106277",BBL01M7,5,15,"-7.29864001,-39.18106277"
TOS0704,"https://www.google.com/maps/place/-7.30208606,-39.18207884",BBL01M7,1,5,"-7.30208606,-39.18207884"
TOS0706,"https://www.google.com/maps/place/-7.30479943,-39.18297685",BBL01M7,0,45,"-7.30479943,-39.18297685"
