CD,LOCALIZAÇÃO,ALIMENTADOR,TOTAL CLIENTES,TOTAL POTENCIA,GPS - BT
TML0093,"https://www.google.com/maps/place/-7.22026443,-39.31832372",JZN01M4,0,225,"-7.22026443,-39.31832372"
TML0144,"https://www.google.com/maps/place/-7.20577338,-39.31797847",JZN01M4,0,150,"-7.20577338,-39.31797847"
TMI3540,"https://www.google.com/maps/place/-7.20230056,-39.3168982",JZN01M4,1,75,"-7.20230056,-39.3168982"
TMK2374,"https://www.google.com/maps/place/-7.22161108,-39.31998227",JZN01M4,1,112.5,"-7.22161108,-39.31998227"
TMK3753,"https://www.google.com/maps/place/-7.20398384,-39.31578528",JZN01M4,40,225,"-7.20398384,-39.31578528"
TMK6990,"https://www.google.com/maps/place/-7.221114,-39.31936598",JZN01M4,1,225,"-7.221114,-39.31936598"
TMH0002,"https://www.google.com/maps/place/-7.21666528,-39.31679948",JZN01M4,1,75,"-7.21666528,-39.31679948"
TMH0018,"https://www.google.com/maps/place/-7.2126398,-39.31696878",JZN01M4,65,113,"-7.2126398,-39.31696878"
TMH0116,"https://www.google.com/maps/place/-7.20779922,-39.31856863",JZN01M4,1,45,"-7.20779922,-39.31856863"
TMH0138,"https://www.google.com/maps/place/-7.20773697,-39.31702878",JZN01M4,54,113,"-7.20773697,-39.31702878"
TMH0173,"https://www.google.com/maps/place/-7.21742388,-39.31858441",JZN01M4,40,75,"-7.21742388,-39.31858441"
TMH0241,"https://www.google.com/maps/place/-7.22012876,-39.31829645",JZN01M4,50,75,"-7.22012876,-39.31829645"
TMH0326,"https://www.google.com/maps/place/-7.20717577,-39.31755374",JZN01M4,1,112.5,"-7.20717577,-39.31755374"
TMH0344,"https://www.google.com/maps/place/-7.2225598,-39.32153185",JZN01M4,1,75,"-7.2225598,-39.32153185"
TMH0372,"https://www.google.com/maps/place/-7.20856851,-39.31798948",JZN01M4,76,113,"-7.20856851,-39.31798948"
TMH0391,"https://www.google.com/maps/place/-7.2096817,-39.31718411",JZN01M4,97,150,"-7.2096817,-39.31718411"
TMH0422,"https://www.google.com/maps/place/-7.22139364,-39.3204803",JZN01M4,1,75,"-7.22139364,-39.3204803"
TMH0565,"https://www.google.com/maps/place/-7.22196471,-39.3187778",JZN01M4,36,75,"-7.22196471,-39.3187778"
TMH1142,"https://www.google.com/maps/place/-7.21758773,-39.31710809",JZN01M4,0,225,"-7.21758773,-39.31710809"
TMH1149,"https://www.google.com/maps/place/-7.20731206,-39.31667523",JZN01M4,0,75,"-7.20731206,-39.31667523"
TMH1202,"https://www.google.com/maps/place/-7.20758326,-39.31691998",JZN01M4,1,150,"-7.20758326,-39.31691998"
TMH1256,"https://www.google.com/maps/place/-7.22086852,-39.32114117",JZN01M4,1,112.5,"-7.22086852,-39.32114117"
TMH5130,"https://www.google.com/maps/place/-7.22036224,-39.32074226",JZN01M4,37,150,"-7.22036224,-39.32074226"
TMH5156,"https://www.google.com/maps/place/-7.22316648,-39.32065365",JZN01M4,31,113,"-7.22316648,-39.32065365"
TMH5202,"https://www.google.com/maps/place/-7.21961189,-39.32010768",JZN01M4,341,150,"-7.21961189,-39.32010768"
TMH5210,"https://www.google.com/maps/place/-7.21862681,-39.31880264",JZN01M4,70,75,"-7.21862681,-39.31880264"
TMH5229,"https://www.google.com/maps/place/-7.21806612,-39.31859392",JZN01M4,0,600,"-7.21806612,-39.31859392"
TMH5296,"https://www.google.com/maps/place/-7.22021997,-39.31721861",JZN01M4,206,150,"-7.22021997,-39.31721861"
TMH5598,"https://www.google.com/maps/place/-7.21787696,-39.31745249",JZN01M4,291,150,"-7.21787696,-39.31745249"
TMH5628,"https://www.google.com/maps/place/-7.21556136,-39.31727878",JZN01M4,170,225,"-7.21556136,-39.31727878"
TMH5644,"https://www.google.com/maps/place/-7.21407773,-39.31746796",JZN01M4,154,150,"-7.21407773,-39.31746796"
TMH5806,"https://www.google.com/maps/place/-7.21206959,-39.31744845",JZN01M4,94,225,"-7.21206959,-39.31744845"
TMH6004,"https://www.google.com/maps/place/-7.20953537,-39.31947562",JZN01M4,173,113,"-7.20953537,-39.31947562"
TMH6292,"https://www.google.com/maps/place/-7.20615486,-39.31572338",JZN01M4,223,113,"-7.20615486,-39.31572338"
TMJ4088,"https://www.google.com/maps/place/-7.22414264,-39.32176848",JZN01M4,1,300,"-7.22414264,-39.32176848"
TMJ4134,"https://www.google.com/maps/place/-7.20800729,-39.31854161",JZN01M4,1,300,"-7.20800729,-39.31854161"
TMJ4410,"https://www.google.com/maps/place/-7.20817977,-39.31765407",JZN01M4,56,150,"-7.20817977,-39.31765407"
TMJ5180,"https://www.google.com/maps/place/-7.22279591,-39.32021861",JZN01M4,1,225,"-7.22279591,-39.32021861"
TMJ5475,"https://www.google.com/maps/place/-7.21437732,-39.31591022",JZN01M4,214,75,"-7.21437732,-39.31591022"
TML0020,"https://www.google.com/maps/place/-7.20809778,-39.31849638",JZN01M4,5,45,"-7.20809778,-39.31849638"
TMH6330,"https://www.google.com/maps/place/-7.20372338,-39.31305875",JZN01M4,135,75,"-7.20372338,-39.31305875"
TMH6390,"https://www.google.com/maps/place/-7.20180467,-39.31454288",JZN01M4,109,113,"-7.20180467,-39.31454288"
TMH6519,"https://www.google.com/maps/place/-7.20377557,-39.31610215",JZN01M4,91,150,"-7.20377557,-39.31610215"
TMH6551,"https://www.google.com/maps/place/-7.20538512,-39.31696374",JZN01M4,443,150,"-7.20538512,-39.31696374"
TMH6560,"https://www.google.com/maps/place/-7.20033863,-39.31544763",JZN01M4,65,150,"-7.20033863,-39.31544763"
TMH6608,"https://www.google.com/maps/place/-7.20200136,-39.31790339",JZN01M4,49,225,"-7.20200136,-39.31790339"
TMH6632,"https://www.google.com/maps/place/-7.20273434,-39.31750536",JZN01M4,11,150,"-7.20273434,-39.31750536"
TMH6683,"https://www.google.com/maps/place/-7.20240001,-39.31697979",JZN01M4,1,800,"-7.20240001,-39.31697979"
TMH6713,"https://www.google.com/maps/place/-7.20506845,-39.3170541",JZN01M4,1,300,"-7.20506845,-39.3170541"
TMH6756,"https://www.google.com/maps/place/-7.20725727,-39.31741793",JZN01M4,53,150,"-7.20725727,-39.31741793"
TMH6772,"https://www.google.com/maps/place/-7.20626171,-39.31817808",JZN01M4,46,225,"-7.20626171,-39.31817808"
TMH6775,"https://www.google.com/maps/place/-7.20236394,-39.31680767",JZN01M4,0,525,"-7.20236394,-39.31680767"
TMH6780,"https://www.google.com/maps/place/-7.20435316,-39.31803183",JZN01M4,101,225,"-7.20435316,-39.31803183"
TMJ5556,"https://www.google.com/maps/place/-7.20626123,-39.31887552",JZN01M4,103,113,"-7.20626123,-39.31887552"
TMJ6056,"https://www.google.com/maps/place/-7.20904772,-39.31829777",JZN01M4,1,75,"-7.20904772,-39.31829777"
TML0176,"https://www.google.com/maps/place/-7.20191391,-39.31353756",JZN01M4,1,150,"-7.20191391,-39.31353756"
TML0179,"https://www.google.com/maps/place/-7.20241991,-39.3143531",JZN01M4,1,112.5,"-7.20241991,-39.3143531"
TML0246,"https://www.google.com/maps/place/-7.2039833,-39.31657329",JZN01M4,1,75,"-7.2039833,-39.31657329"
TML0386,"https://www.google.com/maps/place/-7.20106075,-39.31767629",JZN01M4,0,112.5,"-7.20106075,-39.31767629"
TML0401,"https://www.google.com/maps/place/-7.20292575,-39.31540413",JZN01M4,79,113,"-7.20292575,-39.31540413"
TML0490,"https://www.google.com/maps/place/-7.20337687,-39.31708916",JZN01M4,0,300,"-7.20337687,-39.31708916"
TML0512,"https://www.google.com/maps/place/-7.22901898,-39.32078459",JZN01M4,0,45,"-7.22901898,-39.32078459"
TMJ6784,"https://www.google.com/maps/place/-7.20429017,-39.31756079",JZN01M4,18,150,"-7.20429017,-39.31756079"
TMJ6994,"https://www.google.com/maps/place/-7.20351277,-39.31678129",JZN01M4,100,225,"-7.20351277,-39.31678129"
TML1151,"https://www.google.com/maps/place/-7.2016131,-39.31687055",JZN01M4,64,225,"-7.2016131,-39.31687055"
TML1187,"https://www.google.com/maps/place/-7.20169433,-39.31713328",JZN01M4,0,225,"-7.20169433,-39.31713328"
TML1411,"https://www.google.com/maps/place/-7.20179382,-39.31716052",JZN01M4,1,75,"-7.20179382,-39.31716052"
TML1454,"https://www.google.com/maps/place/-7.20468161,-39.31396517",JZN01M4,1,75,"-7.20468161,-39.31396517"
TML1500,"https://www.google.com/maps/place/-7.2005375,-39.31565609",JZN01M4,1,75,"-7.2005375,-39.31565609"
TMH8139,"https://www.google.com/maps/place/-7.22483935,-39.32149723",JZN01M4,1,150,"-7.22483935,-39.32149723"
TMH8244,"https://www.google.com/maps/place/-7.20476318,-39.31373879",JZN01M4,2,113,"-7.20476318,-39.31373879"
TMH8252,"https://www.google.com/maps/place/-7.20335872,-39.31717972",JZN01M4,1,225,"-7.20335872,-39.31717972"
TMH8279,"https://www.google.com/maps/place/-7.20329532,-39.31729743",JZN01M4,1,225,"-7.20329532,-39.31729743"
TMH8350,"https://www.google.com/maps/place/-7.22878413,-39.32030434",JZN01M4,1,150,"-7.22878413,-39.32030434"
TMH9550,"https://www.google.com/maps/place/-7.2163849,-39.31674494",JZN01M4,0,75,"-7.2163849,-39.31674494"
TMJ8741,"https://www.google.com/maps/place/-7.22067949,-39.31980951",JZN01M4,38,113,"-7.22067949,-39.31980951"
TMJ8776,"https://www.google.com/maps/place/-7.20442609,-39.31722575",JZN01M4,67,150,"-7.20442609,-39.31722575"
TMJ9411,"https://www.google.com/maps/place/-7.21019704,-39.31755584",JZN01M4,83,113,"-7.21019704,-39.31755584"
TMK0266,"https://www.google.com/maps/place/-7.20421769,-39.31772378",JZN01M4,0,112.5,"-7.20421769,-39.31772378"
TMK0886,"https://www.google.com/maps/place/-7.21246734,-39.31782009",JZN01M4,22,113,"-7.21246734,-39.31782009"
TMH0542,"https://www.google.com/maps/place/-7.2229492,-39.32090712",JZN01M4,1,150,"-7.2229492,-39.32090712"
TML0181,"https://www.google.com/maps/place/-7.20259873,-39.31739658",JZN01M4,0,300,"-7.20259873,-39.31739658"
TMH0167,"https://www.google.com/maps/place/-7.21654804,-39.3162831",JZN01M4,93,75,"-7.21654804,-39.3162831"
TMH0165,"https://www.google.com/maps/place/-7.22104213,-39.31865035",JZN01M4,1,112.5,"-7.22104213,-39.31865035"
TMH0156,"https://www.google.com/maps/place/-7.21140963,-39.31689546",JZN01M4,0,112.5,"-7.21140963,-39.31689546"
TMH1164,"https://www.google.com/maps/place/-7.20798992,-39.31749996",JZN01M4,7,75,"-7.20798992,-39.31749996"
TMH1166,"https://www.google.com/maps/place/-7.20377433,-39.31789556",JZN01M4,3,75,"-7.20377433,-39.31789556"
TML0133,"https://www.google.com/maps/place/-7.20508758,-39.31555054",JZN01M4,79,113,"-7.20508758,-39.31555054"
TML1157,"https://www.google.com/maps/place/-7.20218259,-39.31744157",JZN01M4,1,225,"-7.20218259,-39.31744157"
TMH0515,"https://www.google.com/maps/place/-7.20598151,-39.31786087",JZN01M4,1,112.5,"-7.20598151,-39.31786087"
TML0183,"https://www.google.com/maps/place/-7.22560079,-39.31921514",JZN01M4,38,150,"-7.22560079,-39.31921514"
TML1158,"https://www.google.com/maps/place/-7.2019566,-39.31722404",JZN01M4,4,75,"-7.2019566,-39.31722404"
TML0081,"https://www.google.com/maps/place/-7.21111955,-39.31778292",JZN01M4,38,113,"-7.21111955,-39.31778292"
TML0051,"https://www.google.com/maps/place/-7.2138067,-39.31697865",JZN01M4,22,75,"-7.2138067,-39.31697865"
TML1602,"https://www.google.com/maps/place/-7.20185132,-39.31246872",JZN01M4,3,45,"-7.20185132,-39.31246872"
TML1163,"https://www.google.com/maps/place/-7.221025,-39.31726446",JZN01M4,1,112.5,"-7.221025,-39.31726446"
TML0569,"https://www.google.com/maps/place/-7.22025336,-39.3212132",JZN01M4,1,300,"-7.22025336,-39.3212132"
TML1167,"https://www.google.com/maps/place/-7.20730214,-39.31793425",JZN01M4,1,112.5,"-7.20730214,-39.31793425"
TML0086,"https://www.google.com/maps/place/-7.21459341,-39.31736868",JZN01M4,1,112.5,"-7.21459341,-39.31736868"
TML0087,"https://www.google.com/maps/place/-7.23033906,-39.32163698",JZN01M4,4,75,"-7.23033906,-39.32163698"
TML1199,"https://www.google.com/maps/place/-7.21752459,-39.31685442",JZN01M4,1,75,"-7.21752459,-39.31685442"
TMK1939,"https://www.google.com/maps/place/-7.22792183,-39.32448858",JZN01M3,13,45,"-7.22792183,-39.32448858"
TMQ1153,"https://www.google.com/maps/place/-7.22967604,-39.32541376",JZN01M3,0,225,"-7.22967604,-39.32541376"
TMQ1199,"https://www.google.com/maps/place/-7.22581359,-39.3253023",JZN01M3,0,112.5,"-7.22581359,-39.3253023"
TMK5462,"https://www.google.com/maps/place/-7.23019288,-39.32368402",JZN01M3,1,225,"-7.23019288,-39.32368402"
TMJ1684,"https://www.google.com/maps/place/-7.22468299,-39.32514751",JZN01M3,0,300,"-7.22468299,-39.32514751"
TMJ1815,"https://www.google.com/maps/place/-7.22588642,-39.32465923",JZN01M3,386,45,"-7.22588642,-39.32465923"
TMK8672,"https://www.google.com/maps/place/-7.22682467,-39.32816538",JZN01M3,0,150,"-7.22682467,-39.32816538"
TMK9190,"https://www.google.com/maps/place/-7.22262904,-39.32594315",JZN01M3,1,75,"-7.22262904,-39.32594315"
TMK9476,"https://www.google.com/maps/place/-7.22437653,-39.32360742",JZN01M3,0,3550,"-7.22437653,-39.32360742"
TMJ5006,"https://www.google.com/maps/place/-7.22272852,-39.32597039",JZN01M3,6,45,"-7.22272852,-39.32597039"
TMH7019,"https://www.google.com/maps/place/-7.2254139,-39.32765711",JZN01M3,49,113,"-7.2254139,-39.32765711"
TMH7370,"https://www.google.com/maps/place/-7.22635473,-39.32754909",JZN01M3,6,75,"-7.22635473,-39.32754909"
TMN0050,"https://www.google.com/maps/place/-7.22878028,-39.32574827",JZN01M3,0,225,"-7.22878028,-39.32574827"
TMJ8148,"https://www.google.com/maps/place/-7.22448258,-39.32711296",JZN01M3,0,300,"-7.22448258,-39.32711296"
TMJ8580,"https://www.google.com/maps/place/-7.22706118,-39.3263177",JZN01M3,76,150,"-7.22706118,-39.3263177"
TMK0007,"https://www.google.com/maps/place/-7.22752463,-39.32334698",JZN01M3,0,112.5,"-7.22752463,-39.32334698"
TMK0079,"https://www.google.com/maps/place/-7.22424994,-39.32352581",JZN01M3,1,225,"-7.22424994,-39.32352581"
TMK0126,"https://www.google.com/maps/place/-7.22790312,-39.32534909",JZN01M3,1,450,"-7.22790312,-39.32534909"
TMK0128,"https://www.google.com/maps/place/-7.22304529,-39.32573511",JZN01M3,0,300,"-7.22304529,-39.32573511"
TMK0130,"https://www.google.com/maps/place/-7.22408573,-39.32548223",JZN01M3,1,300,"-7.22408573,-39.32548223"
TMK0413,"https://www.google.com/maps/place/-7.22739779,-39.32361863",JZN01M3,8,300,"-7.22739779,-39.32361863"
TMQ0065,"https://www.google.com/maps/place/-7.22569386,-39.32829138",JZN01M3,1,225,"-7.22569386,-39.32829138"
TMK0959,"https://www.google.com/maps/place/-7.22827396,-39.3254037",JZN01M3,3,75,"-7.22827396,-39.3254037"
TMK1148,"https://www.google.com/maps/place/-7.2245665,-39.32358944",JZN01M3,0,3000,"-7.2245665,-39.32358944"
TMK1151,"https://www.google.com/maps/place/-7.22453032,-39.32358942",JZN01M3,0,300,"-7.22453032,-39.32358942"
TMQ0101,"https://www.google.com/maps/place/-7.2250001,-39.32443215",JZN01M3,45,300,"-7.2250001,-39.32443215"
TMQ0108,"https://www.google.com/maps/place/-7.23001062,-39.32557705",JZN01M3,0,225,"-7.23001062,-39.32557705"
TMQ0173,"https://www.google.com/maps/place/-7.22377631,-39.32808166",JZN01M3,156,113,"-7.22377631,-39.32808166"
TMQ0189,"https://www.google.com/maps/place/-7.22907886,-39.32564885",JZN01M3,1,112.5,"-7.22907886,-39.32564885"
TMQ0287,"https://www.google.com/maps/place/-7.22452029,-39.32496623",JZN01M3,0,112.5,"-7.22452029,-39.32496623"
TMQ1189,"https://www.google.com/maps/place/-7.22464743,-39.3242598",JZN01M3,1,112.5,"-7.22464743,-39.3242598"
TMP0374,"https://www.google.com/maps/place/-7.22555178,-39.32457747",JZN01M3,2,575,"-7.22555178,-39.32457747"
TMK1146,"https://www.google.com/maps/place/-7.22461172,-39.32359853",JZN01M3,1,300,"-7.22461172,-39.32359853"
TMK1322,"https://www.google.com/maps/place/-7.22782223,-39.32462438",JZN01M3,0,112.5,"-7.22782223,-39.32462438"
TMK0357,"https://www.google.com/maps/place/-7.22678103,-39.32594612",JZN01M3,1,3000,"-7.22678103,-39.32594612"
TMK1153,"https://www.google.com/maps/place/-7.22524382,-39.32514791",JZN01M3,0,800,"-7.22524382,-39.32514791"
TMP0524,"https://www.google.com/maps/place/-7.22457444,-39.32513837",JZN01M3,40,300,"-7.22457444,-39.32513837"
TMK1205,"https://www.google.com/maps/place/-7.22522621,-39.3244776",JZN01M3,44,500,"-7.22522621,-39.3244776"
TMK1566,"https://www.google.com/maps/place/-7.22486384,-39.32523822",JZN01M3,0,112.5,"-7.22486384,-39.32523822"
TMK0570,"https://www.google.com/maps/place/-7.22402205,-39.32598038",JZN01M3,0,150,"-7.22402205,-39.32598038"
TMQ0430,"https://www.google.com/maps/place/-7.22653516,-39.32821952",JZN01M3,0,500,"-7.22653516,-39.32821952"
TMW0028,"https://www.google.com/maps/place/-7.18494762,-39.34635845",JZN01M1,14,113,"-7.18494762,-39.34635845"
TMW0047,"https://www.google.com/maps/place/-7.18277908,-39.34310528",JZN01M1,1,45,"-7.18277908,-39.34310528"
TMW0063,"https://www.google.com/maps/place/-7.18252446,-39.35674521",JZN01M1,1,45,"-7.18252446,-39.35674521"
TMW0038,"https://www.google.com/maps/place/-7.18413988,-39.34987204",JZN01M1,10,75,"-7.18413988,-39.34987204"
TMW0039,"https://www.google.com/maps/place/-7.18357779,-39.35152002",JZN01M1,1,75,"-7.18357779,-39.35152002"
TMW0041,"https://www.google.com/maps/place/-7.18223479,-39.34517897",JZN01M1,0,45,"-7.18223479,-39.34517897"
TMW0069,"https://www.google.com/maps/place/-7.19192519,-39.31674609",JZN01M1,1,75,"-7.19192519,-39.31674609"
TMK1173,"https://www.google.com/maps/place/-7.20072543,-39.31858182",JZN01M1,102,300,"-7.20072543,-39.31858182"
TMK1235,"https://www.google.com/maps/place/-7.19937744,-39.31883449",JZN01M1,4,5,"-7.19937744,-39.31883449"
TMK1408,"https://www.google.com/maps/place/-7.20124028,-39.31966908",JZN01M1,77,150,"-7.20124028,-39.31966908"
TMK1602,"https://www.google.com/maps/place/-7.1814301,-39.33238964",JZN01M1,193,75,"-7.1814301,-39.33238964"
TMK1610,"https://www.google.com/maps/place/-7.17984009,-39.32956266",JZN01M1,116,150,"-7.17984009,-39.32956266"
TMK1661,"https://www.google.com/maps/place/-7.19334661,-39.31494465",JZN01M1,0,150,"-7.19334661,-39.31494465"
TMQ1146,"https://www.google.com/maps/place/-7.19272228,-39.31519783",JZN01M1,0,75,"-7.19272228,-39.31519783"
TMK3710,"https://www.google.com/maps/place/-7.17963445,-39.32617514",JZN01M1,11,15,"-7.17963445,-39.32617514"
TMK3729,"https://www.google.com/maps/place/-7.2006425,-39.32076463",JZN01M1,107,113,"-7.2006425,-39.32076463"
TMK3826,"https://www.google.com/maps/place/-7.20320218,-39.32113779",JZN01M1,82,75,"-7.20320218,-39.32113779"
TMK4407,"https://www.google.com/maps/place/-7.19981458,-39.3518948",JZN01M1,1,5,"-7.19981458,-39.3518948"
TMK4431,"https://www.google.com/maps/place/-7.18670224,-39.35846028",JZN01M1,34,10,"-7.18670224,-39.35846028"
TMK4440,"https://www.google.com/maps/place/-7.18740348,-39.36396765",JZN01M1,8,10,"-7.18740348,-39.36396765"
TMK4598,"https://www.google.com/maps/place/-7.19170958,-39.32750612",JZN01M1,160,30,"-7.19170958,-39.32750612"
TMK4823,"https://www.google.com/maps/place/-7.18614254,-39.3329365",JZN01M1,1,112.5,"-7.18614254,-39.3329365"
TMK6614,"https://www.google.com/maps/place/-7.20389149,-39.31852062",JZN01M1,1,150,"-7.20389149,-39.31852062"
TMH0023,"https://www.google.com/maps/place/-7.20325707,-39.32025924",JZN01M1,90,113,"-7.20325707,-39.32025924"
TMH0120,"https://www.google.com/maps/place/-7.21097343,-39.31978459",JZN01M1,1,75,"-7.21097343,-39.31978459"
TMH0125,"https://www.google.com/maps/place/-7.20843196,-39.31923029",JZN01M1,163,113,"-7.20843196,-39.31923029"
TMH0132,"https://www.google.com/maps/place/-7.18540864,-39.33457533",JZN01M1,1,15,"-7.18540864,-39.33457533"
TMH0140,"https://www.google.com/maps/place/-7.18990625,-39.34426996",JZN01M1,0,112.5,"-7.18990625,-39.34426996"
TMH0142,"https://www.google.com/maps/place/-7.21180538,-39.32015654",JZN01M1,1,112.5,"-7.21180538,-39.32015654"
TMH0146,"https://www.google.com/maps/place/-7.22728173,-39.3214446",JZN01M1,141,75,"-7.22728173,-39.3214446"
TMH0148,"https://www.google.com/maps/place/-7.21646485,-39.31884642",JZN01M1,0,150,"-7.21646485,-39.31884642"
TMH0150,"https://www.google.com/maps/place/-7.22301137,-39.32254667",JZN01M1,39,150,"-7.22301137,-39.32254667"
TMH0152,"https://www.google.com/maps/place/-7.22789662,-39.32176207",JZN01M1,1,150,"-7.22789662,-39.32176207"
TMH0230,"https://www.google.com/maps/place/-7.21899513,-39.32245325",JZN01M1,273,113,"-7.21899513,-39.32245325"
TMH0234,"https://www.google.com/maps/place/-7.21593107,-39.3189638",JZN01M1,1,150,"-7.21593107,-39.3189638"
TMH0258,"https://www.google.com/maps/place/-7.21920306,-39.32262549",JZN01M1,0,1000,"-7.21920306,-39.32262549"
TMH0287,"https://www.google.com/maps/place/-7.17968873,-39.32616612",JZN01M1,1,75,"-7.17968873,-39.32616612"
TMH1150,"https://www.google.com/maps/place/-7.22165467,-39.32231926",JZN01M1,37,75,"-7.22165467,-39.32231926"
TMH1155,"https://www.google.com/maps/place/-7.18800898,-39.32874432",JZN01M1,184,150,"-7.18800898,-39.32874432"
TMH1233,"https://www.google.com/maps/place/-7.22764385,-39.32103725",JZN01M1,1,45,"-7.22764385,-39.32103725"
TMH1259,"https://www.google.com/maps/place/-7.19450305,-39.31700148",JZN01M1,1,112.5,"-7.19450305,-39.31700148"
TMH1471,"https://www.google.com/maps/place/-7.22740835,-39.32148093",JZN01M1,2,45,"-7.22740835,-39.32148093"
TMH4354,"https://www.google.com/maps/place/-7.21594709,-39.32191668",JZN01M1,251,150,"-7.21594709,-39.32191668"
TMH4834,"https://www.google.com/maps/place/-7.20271537,-39.31876436",JZN01M1,129,225,"-7.20271537,-39.31876436"
TMH4885,"https://www.google.com/maps/place/-7.19977509,-39.3193601",JZN01M1,138,150,"-7.19977509,-39.3193601"
TMH4907,"https://www.google.com/maps/place/-7.20076811,-39.32223205",JZN01M1,119,113,"-7.20076811,-39.32223205"
TMH4915,"https://www.google.com/maps/place/-7.20111086,-39.32363621",JZN01M1,0,112.5,"-7.20111086,-39.32363621"
TMH4931,"https://www.google.com/maps/place/-7.19873034,-39.32573587",JZN01M1,62,75,"-7.19873034,-39.32573587"
TMJ1518,"https://www.google.com/maps/place/-7.20276096,-39.3182481",JZN01M1,1,300,"-7.20276096,-39.3182481"
TMJ2263,"https://www.google.com/maps/place/-7.2142928,-39.32038473",JZN01M1,182,113,"-7.2142928,-39.32038473"
TMK9085,"https://www.google.com/maps/place/-7.19338205,-39.31602251",JZN01M1,0,75,"-7.19338205,-39.31602251"
TMK9255,"https://www.google.com/maps/place/-7.17963485,-39.3256136",JZN01M1,10,15,"-7.17963485,-39.3256136"
TMO2287,"https://www.google.com/maps/place/-7.18714916,-39.34177714",JZN01M1,0,75,"-7.18714916,-39.34177714"
TMH5008,"https://www.google.com/maps/place/-7.2002924,-39.31690587",JZN01M1,83,300,"-7.2002924,-39.31690587"
TMH5016,"https://www.google.com/maps/place/-7.1987002,-39.31712214",JZN01M1,37,225,"-7.1987002,-39.31712214"
TMH5032,"https://www.google.com/maps/place/-7.20035771,-39.32695074",JZN01M1,4,10,"-7.20035771,-39.32695074"
TMH5059,"https://www.google.com/maps/place/-7.19973405,-39.32625287",JZN01M1,2,45,"-7.19973405,-39.32625287"
TMH5091,"https://www.google.com/maps/place/-7.22534574,-39.32174215",JZN01M1,19,75,"-7.22534574,-39.32174215"
TMH5865,"https://www.google.com/maps/place/-7.2138868,-39.31886273",JZN01M1,179,75,"-7.2138868,-39.31886273"
TMH5903,"https://www.google.com/maps/place/-7.21528825,-39.31978762",JZN01M1,250,150,"-7.21528825,-39.31978762"
TMH5920,"https://www.google.com/maps/place/-7.21172429,-39.31969454",JZN01M1,1,45,"-7.21172429,-39.31969454"
TMH5954,"https://www.google.com/maps/place/-7.21153334,-39.32110742",JZN01M1,161,150,"-7.21153334,-39.32110742"
TMH5962,"https://www.google.com/maps/place/-7.21243066,-39.31853564",JZN01M1,308,150,"-7.21243066,-39.31853564"
TMJ4398,"https://www.google.com/maps/place/-7.20153069,-39.31831065",JZN01M1,2,113,"-7.20153069,-39.31831065"
TMJ5165,"https://www.google.com/maps/place/-7.19605736,-39.31924882",JZN01M1,2,30,"-7.19605736,-39.31924882"
TMJ5289,"https://www.google.com/maps/place/-7.19682786,-39.31693064",JZN01M1,8,150,"-7.19682786,-39.31693064"
TMJ5432,"https://www.google.com/maps/place/-7.21251075,-39.32043783",JZN01M1,52,45,"-7.21251075,-39.32043783"
TMO3054,"https://www.google.com/maps/place/-7.17709669,-39.33307484",JZN01M1,1,45,"-7.17709669,-39.33307484"
TMH6659,"https://www.google.com/maps/place/-7.20297829,-39.31791312",JZN01M1,48,225,"-7.20297829,-39.31791312"
TMH6802,"https://www.google.com/maps/place/-7.20425326,-39.31860239",JZN01M1,75,225,"-7.20425326,-39.31860239"
TMH6829,"https://www.google.com/maps/place/-7.20399115,-39.31829425",JZN01M1,1,150,"-7.20399115,-39.31829425"
TMJ5742,"https://www.google.com/maps/place/-7.18072807,-39.36354572",JZN01M1,30,30,"-7.18072807,-39.36354572"
TMJ5750,"https://www.google.com/maps/place/-7.18111957,-39.36033074",JZN01M1,40,30,"-7.18111957,-39.36033074"
TMJ5769,"https://www.google.com/maps/place/-7.18570747,-39.34634997",JZN01M1,151,45,"-7.18570747,-39.34634997"
TMJ5777,"https://www.google.com/maps/place/-7.18662352,-39.34310816",JZN01M1,72,15,"-7.18662352,-39.34310816"
TMJ6226,"https://www.google.com/maps/place/-7.18751896,-39.33090866",JZN01M1,215,45,"-7.18751896,-39.33090866"
TML0253,"https://www.google.com/maps/place/-7.19795694,-39.31928637",JZN01M1,123,75,"-7.19795694,-39.31928637"
TML0270,"https://www.google.com/maps/place/-7.19422248,-39.31721867",JZN01M1,5,113,"-7.19422248,-39.31721867"
TMH7884,"https://www.google.com/maps/place/-7.1906417,-39.3281756",JZN01M1,246,75,"-7.1906417,-39.3281756"
TMH7906,"https://www.google.com/maps/place/-7.18639213,-39.33799064",JZN01M1,0,10,"-7.18639213,-39.33799064"
TMH7914,"https://www.google.com/maps/place/-7.18573545,-39.33297243",JZN01M1,351,75,"-7.18573545,-39.33297243"
TMH7949,"https://www.google.com/maps/place/-7.17970733,-39.32545968",JZN01M1,2,45,"-7.17970733,-39.32545968"
TMJ6978,"https://www.google.com/maps/place/-7.20061551,-39.32054723",JZN01M1,1,150,"-7.20061551,-39.32054723"
TMN0033,"https://www.google.com/maps/place/-7.19886378,-39.31601724",JZN01M1,11,113,"-7.19886378,-39.31601724"
TMJ7753,"https://www.google.com/maps/place/-7.20286753,-39.32108321",JZN01M1,58,113,"-7.20286753,-39.32108321"
